batter,season_year,batting_team,matches,total_runs,total_balls,highest_score,fifties,hundreds,ducks,innings,batting_avg,strike_rate
A Ashish Reddy,2012,Deccan Chargers,5,35,29,10,0,0,0,5,7.0,120.69
A Ashish Reddy,2013,Sunrisers Hyderabad,10,125,89,36,0,0,0,10,12.5,140.45
A Ashish Reddy,2015,Sunrisers Hyderabad,5,73,46,22,0,0,0,5,14.6,158.7
A Ashish Reddy,2016,Sunrisers Hyderabad,3,47,29,32,0,0,0,3,15.67,162.07
A Badoni,2022,Lucknow Super Giants,11,161,130,54,1,0,1,11,14.64,123.85
A Badoni,2023,Lucknow Super Giants,12,238,172,59,1,0,0,12,19.83,138.37
A Badoni,2024,Lucknow Super Giants,12,235,171,55,2,0,1,12,19.58,137.43
A Badoni,2025,Lucknow Super Giants,11,329,222,74,2,0,0,11,29.91,148.2
A Chandila,2012,Rajasthan Royals,1,0,1,0,0,0,1,1,0.0,0.0
A Chandila,2013,Rajasthan Royals,1,4,6,4,0,0,0,1,4.0,66.67
A Chopra,2007,Kolkata Knight Riders,5,42,52,24,0,0,0,5,8.4,80.77
A Chopra,2009,Kolkata Knight Riders,1,11,19,11,0,0,0,1,11.0,57.89
A Choudhary,2017,Royal Challengers Bangalore,3,25,20,15,0,0,0,3,8.33,125.0
A Dananjaya,2018,Mumbai Indians,1,4,5,4,0,0,0,1,4.0,80.0
A Flintoff,2009,Chennai Super Kings,3,62,53,24,0,0,0,3,20.67,116.98
A Kamboj,2024,Mumbai Indians,1,2,2,2,0,0,0,1,2.0,100.0
A Kamboj,2025,Chennai Super Kings,5,14,12,5,0,0,1,5,2.8,116.67
A Kumble,2007,Royal Challengers Bangalore,4,13,17,8,0,0,1,4,3.25,76.47
A Kumble,2009,Royal Challengers Bangalore,11,22,30,7,0,0,0,11,2.0,73.33
A Manohar,2022,Gujarat Titans,7,108,75,43,0,0,1,7,15.43,144.0
A Manohar,2023,Gujarat Titans,6,114,83,42,0,0,0,6,19.0,137.35
A Manohar,2024,Gujarat Titans,2,9,16,8,0,0,0,2,4.5,56.25
A Manohar,2025,Sunrisers Hyderabad,5,61,61,43,0,0,1,5,12.2,100.0
A Mhatre,2025,Chennai Super Kings,7,240,127,94,1,0,1,7,34.29,188.98
A Mishra,2007,Delhi Daredevils,3,37,42,31,0,0,0,3,12.33,88.1
A Mishra,2009,Delhi Daredevils,12,65,71,13,0,0,3,12,5.42,91.55
A Mishra,2011,Deccan Chargers,9,68,49,25,0,0,3,9,7.56,138.78
A Mishra,2012,Deccan Chargers,5,16,20,8,0,0,1,5,3.2,80.0
A Mishra,2013,Sunrisers Hyderabad,6,89,96,30,0,0,0,6,14.83,92.71
A Mishra,2014,Sunrisers Hyderabad,2,4,7,4,0,0,1,2,2.0,57.14
A Mishra,2015,Delhi Daredevils,4,8,12,4,0,0,0,4,2.0,66.67
A Mishra,2016,Delhi Daredevils,2,4,14,3,0,0,0,2,2.0,28.57
A Mishra,2017,Delhi Daredevils,6,49,52,13,0,0,0,6,8.17,94.23
A Mishra,2018,Delhi Daredevils,1,1,2,1,0,0,0,1,1.0,50.0
A Mishra,2019,Delhi Capitals,4,21,24,8,0,0,0,4,5.25,87.5
A Mishra,2023,Lucknow Super Giants,1,19,30,19,0,0,0,1,19.0,63.33
A Mithun,2009,Royal Challengers Bangalore,1,5,4,5,0,0,0,1,5.0,125.0
A Mithun,2011,Royal Challengers Bangalore,4,27,20,11,0,0,1,4,6.75,135.0
A Mithun,2013,Royal Challengers Bangalore,1,2,2,2,0,0,0,1,2.0,100.0
A Mukund,2007,Chennai Super Kings,1,0,1,0,0,0,1,1,0.0,0.0
A Mukund,2013,Royal Challengers Bangalore,1,19,21,19,0,0,0,1,19.0,90.48
A Nehra,2007,Mumbai Indians,3,3,13,2,0,0,1,3,1.0,23.08
A Nehra,2009,Delhi Daredevils,3,24,21,22,0,0,0,3,8.0,114.29
A Nehra,2012,Pune Warriors,2,11,12,9,0,0,0,2,5.5,91.67
A Nehra,2013,Delhi Daredevils,4,1,8,1,0,0,3,4,0.25,12.5
A Nehra,2015,Chennai Super Kings,4,1,7,1,0,0,3,4,0.25,14.29
A Nehra,2016,Sunrisers Hyderabad,1,1,1,1,0,0,0,1,1.0,100.0
A Nortje,2020,Delhi Capitals,3,7,6,3,0,0,0,3,2.33,116.67
A Nortje,2022,Delhi Capitals,1,1,6,1,0,0,0,1,1.0,16.67
A Nortje,2023,Delhi Capitals,7,37,29,23,0,0,2,7,5.29,127.59
A Nortje,2024,Delhi Capitals,2,4,8,4,0,0,1,2,2.0,50.0
A Raghuvanshi,2024,Kolkata Knight Riders,7,163,105,54,1,0,0,7,23.29,155.24
A Raghuvanshi,2025,Kolkata Knight Riders,11,300,215,50,1,0,0,11,27.27,139.53
A Singh,2009,Rajasthan Royals,2,1,3,1,0,0,1,2,0.5,33.33
A Singh,2011,Rajasthan Royals,2,1,4,1,0,0,1,2,0.5,25.0
A Singh,2012,Rajasthan Royals,1,0,3,0,0,0,1,1,0.0,0.0
A Symonds,2007,Deccan Chargers,3,161,105,117,0,1,0,3,53.67,153.33
A Symonds,2009,Deccan Chargers,24,678,507,60,5,0,0,24,28.25,133.73
A Symonds,2011,Mumbai Indians,9,135,138,44,0,0,0,9,15.0,97.83
A Tomar,2022,Kolkata Knight Riders,1,4,8,4,0,0,0,1,4.0,50.0
A Uniyal,2009,Rajasthan Royals,2,4,7,4,0,0,1,2,2.0,57.14
A Zampa,2016,Rising Pune Supergiants,1,0,1,0,0,0,1,1,0.0,0.0
A Zampa,2017,Rising Pune Supergiant,1,5,7,5,0,0,0,1,5.0,71.43
A Zampa,2023,Rajasthan Royals,3,10,16,7,0,0,0,3,3.33,62.5
AA Bilakhia,2009,Deccan Chargers,7,69,85,22,0,0,0,7,9.86,81.18
AA Chavan,2011,Rajasthan Royals,1,1,3,1,0,0,0,1,1.0,33.33
AA Chavan,2012,Rajasthan Royals,2,11,8,7,0,0,0,2,5.5,137.5
AA Jhunjhunwala,2009,Rajasthan Royals,10,183,166,53,1,0,0,10,18.3,110.24
AA Jhunjhunwala,2011,Pune Warriors,2,10,18,10,0,0,1,2,5.0,55.56
AA Jhunjhunwala,2012,Deccan Chargers,3,24,26,19,0,0,0,3,8.0,92.31
AA Kulkarni,2024,Lucknow Super Giants,2,9,8,9,0,0,1,2,4.5,112.5
AA Noffke,2007,Royal Challengers Bangalore,1,9,10,9,0,0,0,1,9.0,90.0
AB Agarkar,2007,Kolkata Knight Riders,6,54,46,20,0,0,0,6,9.0,117.39
AB Agarkar,2009,Kolkata Knight Riders,9,106,86,39,0,0,0,9,11.78,123.26
AB Agarkar,2011,Delhi Daredevils,1,7,6,7,0,0,0,1,7.0,116.67
AB Agarkar,2013,Delhi Daredevils,2,12,16,9,0,0,0,2,6.0,75.0
AB Barath,2009,Kings XI Punjab,3,42,42,33,0,0,0,3,14.0,100.0
AB Dinda,2007,Kolkata Knight Riders,2,2,4,1,0,0,0,2,1.0,50.0
AB Dinda,2009,Kolkata Knight Riders,3,2,4,2,0,0,2,3,0.67,50.0
AB Dinda,2011,Delhi Daredevils,1,0,5,0,0,0,1,1,0.0,0.0
AB Dinda,2012,Pune Warriors,1,2,5,2,0,0,0,1,2.0,40.0
AB Dinda,2013,Pune Warriors,5,9,11,6,0,0,2,5,1.8,81.82
AB Dinda,2014,Royal Challengers Bangalore,3,4,12,2,0,0,1,3,1.33,33.33
AB Dinda,2017,Rising Pune Supergiant,1,7,7,7,0,0,0,1,7.0,100.0
AB McDonald,2009,Delhi Daredevils,4,68,56,33,0,0,0,4,17.0,121.43
AB McDonald,2011,Delhi Daredevils,1,8,7,8,0,0,0,1,8.0,114.29
AB McDonald,2012,Royal Challengers Bangalore,3,47,35,30,0,0,0,3,15.67,134.29
AB McDonald,2013,Royal Challengers Bangalore,1,0,2,0,0,0,1,1,0.0,0.0
AB de Villiers,2007,Delhi Daredevils,6,95,98,26,0,0,1,6,15.83,96.94
AB de Villiers,2009,Delhi Daredevils,20,576,474,105,3,1,1,20,28.8,121.52
AB de Villiers,2011,Royal Challengers Bangalore,13,312,243,65,2,0,2,13,24.0,128.4
AB de Villiers,2012,Royal Challengers Bangalore,13,319,198,64,3,0,1,13,24.54,161.11
AB de Villiers,2013,Royal Challengers Bangalore,14,373,223,64,3,0,0,14,26.64,167.26
AB de Villiers,2014,Royal Challengers Bangalore,13,395,249,89,3,0,1,13,30.38,158.63
AB de Villiers,2015,Royal Challengers Bangalore,14,513,293,133,2,1,1,14,36.64,175.09
AB de Villiers,2016,Royal Challengers Bangalore,16,687,407,129,6,1,1,16,42.94,168.8
AB de Villiers,2017,Royal Challengers Bangalore,9,216,163,89,1,0,0,9,24.0,132.52
AB de Villiers,2018,Royal Challengers Bangalore,11,480,275,90,6,0,0,11,43.64,174.55
AB de Villiers,2019,Royal Challengers Bangalore,13,442,287,82,5,0,0,13,34.0,154.01
AB de Villiers,2020,Royal Challengers Bangalore,14,460,290,73,5,0,1,14,32.86,158.62
AB de Villiers,2021,Royal Challengers Bangalore,14,313,211,76,2,0,1,14,22.36,148.34
AC Blizzard,2011,Mumbai Indians,6,120,87,51,1,0,0,6,20.0,137.93
AC Blizzard,2012,Mumbai Indians,1,0,3,0,0,0,1,1,0.0,0.0
AC Gilchrist,2007,Deccan Chargers,14,436,318,109,3,1,0,14,31.14,137.11
AC Gilchrist,2009,Deccan Chargers,32,784,510,85,4,0,4,32,24.5,153.73
AC Gilchrist,2011,Kings XI Punjab,14,383,295,106,2,1,2,14,27.36,129.83
AC Gilchrist,2012,Kings XI Punjab,7,172,143,64,1,0,0,7,24.57,120.28
AC Gilchrist,2013,Kings XI Punjab,13,294,229,85,1,0,1,13,22.62,128.38
AC Thomas,2011,Pune Warriors,2,1,4,1,0,0,1,2,0.5,25.0
AC Thomas,2012,Pune Warriors,2,19,15,12,0,0,0,2,9.5,126.67
AC Voges,2009,Rajasthan Royals,7,181,143,45,0,0,0,7,25.86,126.57
AD Hales,2018,Sunrisers Hyderabad,6,148,118,45,0,0,0,6,24.67,125.42
AD Mascarenhas,2007,Rajasthan Royals,1,9,8,9,0,0,0,1,9.0,112.5
AD Mascarenhas,2009,Rajasthan Royals,6,51,49,27,0,0,1,6,8.5,104.08
AD Mascarenhas,2012,Kings XI Punjab,3,14,16,9,0,0,1,3,4.67,87.5
AD Mascarenhas,2013,Kings XI Punjab,1,5,5,5,0,0,0,1,5.0,100.0
AD Mathews,2009,Kolkata Knight Riders,11,249,197,65,1,0,0,11,22.64,126.4
AD Mathews,2012,Pune Warriors,8,127,108,35,0,0,0,8,15.88,117.59
AD Mathews,2013,Pune Warriors,10,172,139,40,0,0,1,10,17.2,123.74
AD Mathews,2015,Delhi Daredevils,10,144,104,28,0,0,1,10,14.4,138.46
AD Mathews,2017,Delhi Daredevils,2,32,27,31,0,0,0,2,16.0,118.52
AD Nath,2016,Gujarat Lions,3,20,27,12,0,0,0,3,6.67,74.07
AD Nath,2017,Gujarat Lions,1,0,1,0,0,0,1,1,0.0,0.0
AD Nath,2018,Kings XI Punjab,1,9,13,9,0,0,0,1,9.0,69.23
AD Nath,2019,Royal Challengers Bangalore,5,61,57,24,0,0,0,5,12.2,107.02
AD Russell,2012,Delhi Daredevils,2,47,26,31,0,0,0,2,23.5,180.77
AD Russell,2013,Delhi Daredevils,2,11,14,7,0,0,0,2,5.5,78.57
AD Russell,2014,Kolkata Knight Riders,2,2,8,1,0,0,0,2,1.0,25.0
AD Russell,2015,Kolkata Knight Riders,11,326,169,66,3,0,0,11,29.64,192.9
AD Russell,2016,Kolkata Knight Riders,8,188,114,39,0,0,0,8,23.5,164.91
AD Russell,2018,Kolkata Knight Riders,14,316,171,88,1,0,1,14,22.57,184.8
AD Russell,2019,Kolkata Knight Riders,13,514,252,80,4,0,1,13,39.54,203.97
AD Russell,2020,Kolkata Knight Riders,9,117,81,25,0,0,0,9,13.0,144.44
AD Russell,2021,Kolkata Knight Riders,8,183,120,54,1,0,0,8,22.88,152.5
AD Russell,2022,Kolkata Knight Riders,12,335,192,70,1,0,2,12,27.92,174.48
AD Russell,2023,Kolkata Knight Riders,14,227,156,42,0,0,1,14,16.21,145.51
AD Russell,2024,Kolkata Knight Riders,9,222,120,64,1,0,0,9,24.67,185.0
AD Russell,2025,Kolkata Knight Riders,10,167,102,57,1,0,1,10,16.7,163.73
AF Milne,2017,Royal Challengers Bangalore,3,7,12,5,0,0,1,3,2.33,58.33
AF Milne,2021,Mumbai Indians,3,16,17,15,0,0,1,3,5.33,94.12
AG Murtaza,2011,Mumbai Indians,1,2,5,2,0,0,0,1,2.0,40.0
AG Murtaza,2012,Pune Warriors,1,3,5,3,0,0,0,1,3.0,60.0
AG Murtaza,2013,Pune Warriors,1,5,4,5,0,0,0,1,5.0,125.0
AG Paunikar,2009,Rajasthan Royals,1,0,1,0,0,0,1,1,0.0,0.0
AG Paunikar,2011,Rajasthan Royals,4,49,57,20,0,0,0,4,12.25,85.96
AJ Finch,2009,Rajasthan Royals,1,21,21,21,0,0,0,1,21.0,100.0
AJ Finch,2011,Delhi Daredevils,6,47,46,25,0,0,2,6,7.83,102.17
AJ Finch,2012,Delhi Daredevils,2,55,51,30,0,0,0,2,27.5,107.84
AJ Finch,2013,Pune Warriors,14,456,336,67,4,0,1,14,32.57,135.71
AJ Finch,2014,Sunrisers Hyderabad,13,309,263,88,2,0,0,13,23.77,117.49
AJ Finch,2015,Mumbai Indians,3,23,33,10,0,0,0,3,7.67,69.7
AJ Finch,2016,Gujarat Lions,12,393,299,74,5,0,2,12,32.75,131.44
AJ Finch,2017,Gujarat Lions,13,300,184,72,2,0,0,13,23.08,163.04
AJ Finch,2018,Kings XI Punjab,9,134,100,46,0,0,2,9,14.89,134.0
AJ Finch,2020,Royal Challengers Bangalore,12,268,241,52,1,0,0,12,22.33,111.2
AJ Finch,2022,Kolkata Knight Riders,5,86,61,58,1,0,0,5,17.2,140.98
AJ Hosein,2023,Sunrisers Hyderabad,1,16,10,16,0,0,0,1,16.0,160.0
AJ Turner,2019,Rajasthan Royals,4,3,10,3,0,0,3,4,0.75,30.0
AJ Turner,2024,Lucknow Super Giants,2,21,18,16,0,0,0,2,10.5,116.67
AJ Tye,2017,Gujarat Lions,3,53,30,25,0,0,0,3,17.67,176.67
AJ Tye,2018,Kings XI Punjab,8,32,38,14,0,0,2,8,4.0,84.21
AJ Tye,2019,Kings XI Punjab,1,0,2,0,0,0,1,1,0.0,0.0
AJ Tye,2020,Rajasthan Royals,1,6,6,6,0,0,0,1,6.0,100.0
AK Markram,2021,Punjab Kings,6,146,119,42,0,0,0,6,24.33,122.69
AK Markram,2022,Sunrisers Hyderabad,12,381,274,68,3,0,0,12,31.75,139.05
AK Markram,2023,Sunrisers Hyderabad,13,248,197,50,1,0,1,13,19.08,125.89
AK Markram,2024,Sunrisers Hyderabad,11,220,177,50,1,0,1,11,20.0,124.29
AK Markram,2025,Lucknow Super Giants,13,445,299,66,5,0,0,13,34.23,148.83
AL Menaria,2011,Rajasthan Royals,10,180,152,34,0,0,0,10,18.0,118.42
AL Menaria,2012,Rajasthan Royals,12,220,202,40,0,0,1,12,18.33,108.91
AL Menaria,2013,Rajasthan Royals,1,1,2,1,0,0,0,1,1.0,50.0
AM Nayar,2007,Mumbai Indians,10,206,138,45,0,0,0,10,20.6,149.28
AM Nayar,2009,Mumbai Indians,14,251,203,35,0,0,0,14,17.93,123.65
AM Nayar,2011,Kings XI Punjab,9,61,67,17,0,0,2,9,6.78,91.04
AM Nayar,2012,Kings XI Punjab,4,45,49,24,0,0,0,4,11.25,91.84
AM Nayar,2013,Pune Warriors,9,66,73,25,0,0,2,9,7.33,90.41
AM Nayar,2014,Rajasthan Royals,4,43,47,23,0,0,0,4,10.75,91.49
AM Rahane,2007,Mumbai Indians,2,4,17,4,0,0,1,2,2.0,23.53
AM Rahane,2009,Mumbai Indians,7,144,123,62,2,0,1,7,20.57,117.07
AM Rahane,2011,Rajasthan Royals,7,120,98,52,1,0,0,7,17.14,122.45
AM Rahane,2012,Rajasthan Royals,16,560,433,103,3,1,2,16,35.0,129.33
AM Rahane,2013,Rajasthan Royals,18,488,458,68,4,0,0,18,27.11,106.55
AM Rahane,2014,Rajasthan Royals,12,339,291,72,3,0,1,12,28.25,116.49
AM Rahane,2015,Rajasthan Royals,13,540,413,91,4,0,1,13,41.54,130.75
AM Rahane,2016,Rising Pune Supergiants,14,480,379,74,6,0,2,14,34.29,126.65
AM Rahane,2017,Rising Pune Supergiant,16,382,323,60,2,0,2,16,23.88,118.27
AM Rahane,2018,Rajasthan Royals,14,370,313,65,1,0,0,14,26.43,118.21
AM Rahane,2019,Rajasthan Royals,13,393,285,105,1,1,1,13,30.23,137.89
AM Rahane,2020,Delhi Capitals,8,113,107,60,1,0,2,8,14.12,105.61
AM Rahane,2021,Delhi Capitals,1,8,8,8,0,0,0,1,8.0,100.0
AM Rahane,2022,Kolkata Knight Riders,7,133,128,44,0,0,0,7,19.0,103.91
AM Rahane,2023,Chennai Super Kings,11,326,189,71,2,0,0,11,29.64,172.49
AM Rahane,2024,Chennai Super Kings,12,242,196,45,0,0,0,12,20.17,123.47
AM Rahane,2025,Kolkata Knight Riders,12,390,264,61,3,0,0,12,32.5,147.73
AN Ahmed,2009,Mumbai Indians,1,4,7,4,0,0,0,1,4.0,57.14
AN Ahmed,2011,Mumbai Indians,1,18,13,18,0,0,0,1,18.0,138.46
AN Ahmed,2014,Royal Challengers Bangalore,1,4,1,4,0,0,0,1,4.0,400.0
AN Ahmed,2015,Royal Challengers Bangalore,3,10,5,5,0,0,0,3,3.33,200.0
AN Ghosh,2009,Kolkata Knight Riders,2,7,8,7,0,0,1,2,3.5,87.5
AP Dole,2009,Rajasthan Royals,2,34,22,30,0,0,0,2,17.0,154.55
AP Majumdar,2012,Pune Warriors,4,87,76,31,0,0,0,4,21.75,114.47
AP Tare,2009,Mumbai Indians,4,50,36,23,0,0,0,4,12.5,138.89
AP Tare,2013,Mumbai Indians,5,123,84,59,1,0,1,5,24.6,146.43
AP Tare,2014,Mumbai Indians,11,126,98,24,0,0,1,11,11.45,128.57
AP Tare,2015,Mumbai Indians,2,14,17,7,0,0,0,2,7.0,82.35
AP Tare,2016,Sunrisers Hyderabad,2,8,15,8,0,0,1,2,4.0,53.33
AP Tare,2017,Delhi Daredevils,3,18,23,18,0,0,2,3,6.0,78.26
AR Bawne,2017,Delhi Daredevils,1,12,12,12,0,0,0,1,12.0,100.0
AR Patel,2014,Kings XI Punjab,7,62,60,42,0,0,0,7,8.86,103.33
AR Patel,2015,Kings XI Punjab,12,206,174,40,0,0,1,12,17.17,118.39
AR Patel,2016,Kings XI Punjab,10,111,77,36,0,0,2,10,11.1,144.16
AR Patel,2017,Kings XI Punjab,13,227,162,44,0,0,1,13,17.46,140.12
AR Patel,2018,Kings XI Punjab,8,80,69,19,0,0,0,8,10.0,115.94
AR Patel,2019,Delhi Capitals,12,110,88,26,0,0,1,12,9.17,125.0
AR Patel,2020,Delhi Capitals,9,117,85,42,0,0,0,9,13.0,137.65
AR Patel,2021,Delhi Capitals,6,40,46,12,0,0,1,6,6.67,86.96
AR Patel,2022,Delhi Capitals,10,182,120,42,0,0,0,10,18.2,151.67
AR Patel,2023,Delhi Capitals,13,283,203,54,1,0,0,13,21.77,139.41
AR Patel,2024,Delhi Capitals,12,235,179,66,2,0,1,12,19.58,131.28
AR Patel,2025,Delhi Capitals,11,263,167,43,0,0,0,11,23.91,157.49
AS Joseph,2019,Mumbai Indians,1,15,13,15,0,0,0,1,15.0,115.38
AS Joseph,2022,Gujarat Titans,3,5,7,4,0,0,1,3,1.67,71.43
AS Joseph,2023,Gujarat Titans,1,7,12,7,0,0,0,1,7.0,58.33
AS Rajpoot,2013,Chennai Super Kings,1,2,6,2,0,0,0,1,2.0,33.33
AS Rajpoot,2017,Kolkata Knight Riders,1,4,7,4,0,0,0,1,4.0,57.14
AS Rajpoot,2018,Kings XI Punjab,3,11,18,8,0,0,0,3,3.67,61.11
AS Rajpoot,2020,Rajasthan Royals,2,9,10,7,0,0,0,2,4.5,90.0
AS Raut,2009,Rajasthan Royals,12,134,109,36,0,0,1,12,11.17,122.94
AS Raut,2011,Rajasthan Royals,4,60,58,25,0,0,0,4,15.0,103.45
AS Roy,2022,Kolkata Knight Riders,1,0,2,0,0,0,1,1,0.0,0.0
AS Roy,2023,Kolkata Knight Riders,4,23,19,13,0,0,1,4,5.75,121.05
AS Roy,2024,Kolkata Knight Riders,1,3,3,3,0,0,0,1,3.0,100.0
AS Roy,2025,Kolkata Knight Riders,1,0,1,0,0,0,1,1,0.0,0.0
AS Yadav,2007,Deccan Chargers,6,49,39,16,0,0,1,6,8.17,125.64
AT Carey,2020,Delhi Capitals,3,32,29,14,0,0,0,3,10.67,110.34
AT Rayudu,2009,Mumbai Indians,14,356,246,55,2,0,1,14,25.43,144.72
AT Rayudu,2011,Mumbai Indians,16,395,350,63,4,0,1,16,24.69,112.86
AT Rayudu,2012,Mumbai Indians,15,333,252,81,2,0,1,15,22.2,132.14
AT Rayudu,2013,Mumbai Indians,15,265,231,37,0,0,0,15,17.67,114.72
AT Rayudu,2014,Mumbai Indians,14,361,287,68,2,0,0,14,25.79,125.78
AT Rayudu,2015,Mumbai Indians,14,281,193,53,1,0,2,14,20.07,145.6
AT Rayudu,2016,Mumbai Indians,12,334,278,65,2,0,1,12,27.83,120.14
AT Rayudu,2017,Mumbai Indians,5,91,78,63,1,0,1,5,18.2,116.67
AT Rayudu,2018,Chennai Super Kings,16,602,402,100,3,1,1,16,37.62,149.75
AT Rayudu,2019,Chennai Super Kings,17,282,303,57,1,0,2,17,16.59,93.07
AT Rayudu,2020,Chennai Super Kings,11,359,282,71,1,0,0,11,32.64,127.3
AT Rayudu,2021,Chennai Super Kings,13,257,170,72,2,0,2,13,19.77,151.18
AT Rayudu,2022,Chennai Super Kings,11,274,224,78,1,0,0,11,24.91,122.32
AT Rayudu,2023,Chennai Super Kings,12,158,113,27,0,0,1,12,13.17,139.82
AU Rashid,2023,Sunrisers Hyderabad,2,22,16,18,0,0,0,2,11.0,137.5
AUK Pathan,2011,Royal Challengers Bangalore,5,33,16,14,0,0,2,5,6.6,206.25
AUK Pathan,2012,Royal Challengers Bangalore,2,6,7,4,0,0,0,2,3.0,85.71
Abdul Basith,2023,Rajasthan Royals,1,1,1,1,0,0,0,1,1.0,100.0
Abdul Samad,2020,Sunrisers Hyderabad,7,113,67,33,0,0,0,7,16.14,168.66
Abdul Samad,2021,Sunrisers Hyderabad,10,111,87,28,0,0,1,10,11.1,127.59
Abdul Samad,2022,Sunrisers Hyderabad,2,4,7,4,0,0,1,2,2.0,57.14
Abdul Samad,2023,Sunrisers Hyderabad,8,169,128,37,0,0,0,8,21.12,132.03
Abdul Samad,2024,Sunrisers Hyderabad,12,182,108,37,0,0,1,12,15.17,168.52
Abdul Samad,2025,Lucknow Super Giants,12,164,93,45,0,0,0,12,13.67,176.34
Abdur Razzak,2007,Royal Challengers Bangalore,1,0,2,0,0,0,1,1,0.0,0.0
Abhishek Sharma,2018,Delhi Daredevils,3,63,33,46,0,0,0,3,21.0,190.91
Abhishek Sharma,2019,Sunrisers Hyderabad,3,9,9,5,0,0,0,3,3.0,100.0
Abhishek Sharma,2020,Sunrisers Hyderabad,7,71,56,31,0,0,0,7,10.14,126.79
Abhishek Sharma,2021,Sunrisers Hyderabad,7,98,75,33,0,0,0,7,14.0,130.67
Abhishek Sharma,2022,Sunrisers Hyderabad,14,426,320,75,2,0,1,14,30.43,133.12
Abhishek Sharma,2023,Sunrisers Hyderabad,11,226,157,67,2,0,1,11,20.55,143.95
Abhishek Sharma,2024,Sunrisers Hyderabad,16,484,237,75,3,0,0,16,30.25,204.22
Abhishek Sharma,2025,Sunrisers Hyderabad,13,439,227,141,2,1,1,13,33.77,193.39
Abishek Porel,2023,Delhi Capitals,4,33,31,20,0,0,0,4,8.25,106.45
Abishek Porel,2024,Delhi Capitals,12,327,205,65,2,0,1,12,27.25,159.51
Abishek Porel,2025,Delhi Capitals,13,301,205,51,1,0,1,13,23.15,146.83
Akash Deep,2022,Royal Challengers Bangalore,1,0,2,0,0,0,1,1,0.0,0.0
Akash Deep,2023,Royal Challengers Bangalore,1,17,8,17,0,0,0,1,17.0,212.5
Akash Deep,2024,Royal Challengers Bengaluru,1,2,2,2,0,0,0,1,2.0,100.0
Akash Deep,2025,Lucknow Super Giants,2,6,2,6,0,0,1,2,3.0,300.0
Akash Madhwal,2024,Mumbai Indians,1,4,5,4,0,0,0,1,4.0,80.0
Akash Madhwal,2025,Rajasthan Royals,1,4,9,4,0,0,0,1,4.0,44.44
Aman Hakim Khan,2022,Kolkata Knight Riders,1,5,3,5,0,0,0,1,5.0,166.67
Aman Hakim Khan,2023,Delhi Capitals,9,110,101,51,1,0,1,9,12.22,108.91
Aniket Verma,2025,Sunrisers Hyderabad,12,236,142,74,1,0,0,12,19.67,166.2
Anirudh Singh,2009,Deccan Chargers,4,63,66,40,0,0,1,4,15.75,95.45
Ankit Sharma,2012,Deccan Chargers,4,18,13,15,0,0,0,4,4.5,138.46
Ankit Sharma,2014,Rajasthan Royals,2,34,30,30,0,0,0,2,17.0,113.33
Ankit Sharma,2015,Rajasthan Royals,2,7,6,7,0,0,1,2,3.5,116.67
Ankit Sharma,2016,Rising Pune Supergiants,1,3,3,3,0,0,0,1,3.0,100.0
Ankit Sharma,2017,Rising Pune Supergiant,1,25,15,25,0,0,0,1,25.0,166.67
Ankit Soni,2017,Gujarat Lions,3,7,9,7,0,0,2,3,2.33,77.78
Anmolpreet Singh,2021,Mumbai Indians,1,16,14,16,0,0,0,1,16.0,114.29
Anmolpreet Singh,2022,Mumbai Indians,2,13,13,8,0,0,0,2,6.5,100.0
Anmolpreet Singh,2023,Sunrisers Hyderabad,4,105,82,36,0,0,0,4,26.25,128.05
Anmolpreet Singh,2024,Sunrisers Hyderabad,2,5,6,5,0,0,1,2,2.5,83.33
Anuj Rawat,2021,Rajasthan Royals,1,0,1,0,0,0,1,1,0.0,0.0
Anuj Rawat,2022,Royal Challengers Bangalore,8,129,118,66,1,0,3,8,16.12,109.32
Anuj Rawat,2023,Royal Challengers Bangalore,7,91,71,29,0,0,0,7,13.0,128.17
Anuj Rawat,2024,Royal Challengers Bengaluru,5,98,77,48,0,0,0,5,19.6,127.27
Anureet Singh,2015,Kings XI Punjab,6,18,31,10,0,0,4,6,3.0,58.06
Anureet Singh,2017,Kings XI Punjab,1,15,12,15,0,0,0,1,15.0,125.0
Anureet Singh,2018,Rajasthan Royals,1,3,4,3,0,0,0,1,3.0,75.0
Arjun Tendulkar,2023,Mumbai Indians,1,13,9,13,0,0,0,1,13.0,144.44
Arshad Khan,2023,Mumbai Indians,3,18,15,15,0,0,0,3,6.0,120.0
Arshad Khan,2024,Lucknow Super Giants,3,78,50,58,1,0,1,3,26.0,156.0
Arshad Khan,2025,Gujarat Titans,4,23,19,20,0,0,0,4,5.75,121.05
Arshad Khan (2),2024,Lucknow Super Giants,1,5,4,5,0,0,0,1,5.0,125.0
Arshdeep Singh,2020,Kings XI Punjab,1,0,3,0,0,0,1,1,0.0,0.0
Arshdeep Singh,2021,Punjab Kings,2,2,3,1,0,0,0,2,1.0,66.67
Arshdeep Singh,2022,Punjab Kings,6,21,29,10,0,0,3,6,3.5,72.41
Arshdeep Singh,2023,Punjab Kings,1,2,2,2,0,0,0,1,2.0,100.0
Arshdeep Singh,2024,Punjab Kings,1,4,3,4,0,0,0,1,4.0,133.33
Arshdeep Singh,2025,Punjab Kings,2,2,6,1,0,0,0,2,1.0,33.33
Ashutosh Sharma,2024,Punjab Kings,9,189,113,61,1,0,0,9,21.0,167.26
